T,X_1,Y_1,Vx_1,Vy_1,X_2,Y_2,Vx_2,Vy_2,X_3,Y_3,Vx_3,Vy_3,X_4,Y_4,Vx_4,Vy_4
0.0,0.3674974415673994,0.6212449430264156,-0.22169050709341875,-0.4617937872191189,0.3870264448066248,0.35090790550196144,0.7203226523639423,0.011708016738051219,0.12216258824241687,0.13436436658314757,0.5525681335444943,0.8640714782279548,0.3168480537036896,0.8432400197393403,-0.1256753158424082,0.5997280474936653
0.0,0.3652805364964652,0.6166270051542244,-0.22169050709341875,-0.4617937872191189,0.3942296713302642,0.3510249856693419,0.7203226523639423,0.011708016738051219,0.1276882695778618,0.1430050813654271,0.5525681335444943,0.8640714782279548,0.3155913005452655,0.8492373002142769,-0.1256753158424082,0.5997280474936653
0.0,0.363063631425531,0.6120090672820332,-0.22169050709341875,-0.4617937872191189,0.4014328978539036,0.3511420658367224,0.7203226523639423,0.011708016738051219,0.13321395091330676,0.15164579614770665,0.5525681335444943,0.8640714782279548,0.3143345473868414,0.8552345806892135,-0.1256753158424082,0.5997280474936653
0.0,0.3608467263545968,0.607391129409842,-0.22169050709341875,-0.4617937872191189,0.40863612437754304,0.3512591460041029,0.7203226523639423,0.011708016738051219,0.13873963224875172,0.1602865109299862,0.5525681335444943,0.8640714782279548,0.3130777942284173,0.8612318611641502,-0.1256753158424082,0.5997280474936653
0.01,0.3586298212836626,0.6027731915376507,-0.22169050709341875,-0.4617937872191189,0.41583935090118246,0.3513762261714834,0.7203226523639423,0.011708016738051219,0.14426531358419667,0.16892722571226573,0.5525681335444943,0.8640714782279548,0.3118210410699932,0.8672291416390868,-0.1256753158424082,0.5997280474936653
0.02,0.3564129162127284,0.5981552536654595,-0.22169050709341875,-0.4617937872191189,0.4230425774248219,0.3514933063388639,0.7203226523639423,0.011708016738051219,0.14979099491964162,0.17756794049454527,0.5525681335444943,0.8640714782279548,0.3105642879115691,0.8732264221140235,-0.1256753158424082,0.5997280474936653
0.03,0.3541960111417942,0.5935373157932683,-0.22169050709341875,-0.4617937872191189,0.4302458039484613,0.3516103865062444,0.7203226523639423,0.011708016738051219,0.15531667625508658,0.1862086552768248,0.5525681335444943,0.8640714782279548,0.309307534753145,0.8792237025889601,-0.1256753158424082,0.5997280474936653
0.04,0.35197910607086,0.5889193779210771,-0.22169050709341875,-0.4617937872191189,0.4374490304721007,0.35172746667362487,0.7203226523639423,0.011708016738051219,0.16084235759053153,0.19484937005910435,0.5525681335444943,0.8640714782279548,0.3080507815947209,0.8852209830638967,-0.1256753158424082,0.5997280474936653
0.05,0.34976220099992583,0.5843014400488858,-0.22169050709341875,-0.4617937872191189,0.4446522569957401,0.35184454684100536,0.7203226523639423,0.011708016738051219,0.16636803892597649,0.2034900848413839,0.5525681335444943,0.8640714782279548,0.3067940284362968,0.8912182635388334,-0.1256753158424082,0.5997280474936653
0.06,0.34754529592899164,0.5796835021766946,-0.22169050709341875,-0.4617937872191189,0.45185548351937954,0.35196162700838585,0.7203226523639423,0.011708016738051219,0.17189372026142144,0.21213079962366344,0.5525681335444943,0.8640714782279548,0.30553727527787267,0.89721554401377,-0.1256753158424082,0.5997280474936653
0.07,0.34532839085805744,0.5750655643045034,-0.22169050709341875,-0.4617937872191189,0.45905871004301896,0.35207870717576634,0.7203226523639423,0.011708016738051219,0.1774194015968664,0.22077151440594298,0.5525681335444943,0.8640714782279548,0.30428052211944856,0.9032128244887067,-0.1256753158424082,0.5997280474936653
0.08,0.34311148578712325,0.5704476264323122,-0.22169050709341875,-0.4617937872191189,0.4662619365666584,0.3521957873431468,0.7203226523639423,0.011708016738051219,0.18294508293231135,0.22941222918822252,0.5525681335444943,0.8640714782279548,0.30302376896102445,0.8940027195250634,-0.1256753158424082,-0.5997280474936653
