T,X_1,Y_1,Vx_1,Vy_1,X_2,Y_2,Vx_2,Vy_2,X_3,Y_3,Vx_3,Vy_3,X_4,Y_4,Vx_4,Vy_4
0.0,0.5547186375605163,0.7404499399096169,-0.552819842973056,-0.34894639240269476,0.18416888451458813,0.34881090905202616,-0.7040459344617536,-0.9031626856406354,0.867012617354583,0.2112285217551796,0.49147612431365917,0.8647214235336205,0.5651228547650746,0.43250565925672196,-0.6924393326069842,-0.22767584300236732
0.0,0.5491904391307858,0.73696047598559,-0.552819842973056,-0.34894639240269476,0.1771284251699706,0.3397792821956198,-0.7040459344617536,-0.9031626856406354,0.8719273785977196,0.2198757359905158,0.49147612431365917,0.8647214235336205,0.5581984614390048,0.4302289008266983,-0.6924393326069842,-0.22767584300236732
0.01,0.5436622407010553,0.7334710120615631,-0.552819842973056,-0.34894639240269476,0.17008796582535307,0.33074765533921346,-0.7040459344617536,-0.9031626856406354,0.8768421398408562,0.228522950225852,0.49147612431365917,0.8647214235336205,0.5512740681129349,0.4279521423966746,-0.6924393326069842,-0.22767584300236732
0.02,0.5381340422713248,0.7299815481375361,-0.552819842973056,-0.34894639240269476,0.16304750648073554,0.3217160284828071,-0.7040459344617536,-0.9031626856406354,0.8817569010839929,0.23717016446118822,0.49147612431365917,0.8647214235336205,0.544349674786865,0.42567538396665094,-0.6924393326069842,-0.22767584300236732
0.03,0.5326058438415943,0.7264920842135092,-0.552819842973056,-0.34894639240269476,0.15600704713611802,0.31268440162640077,-0.7040459344617536,-0.9031626856406354,0.8866716623271295,0.24581737869652442,0.49147612431365917,0.8647214235336205,0.5374252814607952,0.42339862553662727,-0.6924393326069842,-0.22767584300236732
0.04,0.5270776454118637,0.7230026202894823,-0.552819842973056,-0.34894639240269476,0.1489665877915005,0.3036527747699944,-0.7040459344617536,-0.9031626856406354,0.8915864235702661,0.25446459293186063,0.49147612431365917,0.8647214235336205,0.5305008881347253,0.4211218671066036,-0.6924393326069842,-0.22767584300236732
0.05,0.5215494469821332,0.7195131563654553,-0.552819842973056,-0.34894639240269476,0.14192612844688296,0.29462114791358807,-0.7040459344617536,-0.9031626856406354,0.8965011848134027,0.26311180716719684,0.49147612431365917,0.8647214235336205,0.5235764948086554,0.4188451086765799,-0.6924393326069842,-0.22767584300236732
0.06,0.5160212485524027,0.7160236924414284,-0.552819842973056,-0.34894639240269476,0.13488566910226543,0.2855895210571817,-0.7040459344617536,-0.9031626856406354,0.9014159460565393,0.27175902140253305,0.49147612431365917,0.8647214235336205,0.5166521014825856,0.41656835024655625,-0.6924393326069842,-0.22767584300236732
0.07,0.5104930501226722,0.7125342285174014,-0.552819842973056,-0.34894639240269476,0.1278452097576479,0.27655789420077537,-0.7040459344617536,-0.9031626856406354,0.8950852387568634,0.28040623563786926,-0.49147612431365917,0.8647214235336205,0.5097277081565157,0.4142915918165326,-0.6924393326069842,-0.22767584300236732
0.08,0.5049648516929417,0.7090447645933745,-0.552819842973056,-0.34894639240269476,0.12080475041303036,0.267526267344369,-0.7040459344617536,-0.9031626856406354,0.8901704775137268,0.28905344987320547,-0.49147612431365917,0.8647214235336205,0.5028033148304458,0.4120148333865089,-0.6924393326069842,-0.22767584300236732
